Gender,Age,Occupation,subsample_fraction,RMSE
True,True,True,0.5096774193548388,0.7554411587965006
False,True,True,0.5096774193548388,0.7662586119926104
False,False,False,0.5096774193548388,0.8885987743818613
False,False,True,0.5096774193548388,0.7597452435709416
True,False,True,0.5096774193548388,0.75293515279749
True,False,False,0.5096774193548388,0.87450594483754
False,True,False,0.5096774193548388,0.8096599701980068
True,True,False,0.535483870967742,0.7874290920854548
True,True,True,0.535483870967742,0.7642016071817994
False,False,False,0.535483870967742,0.8879318337701344
True,False,False,0.535483870967742,0.876099278918076
False,True,True,0.535483870967742,0.7595179235332552
False,True,False,0.535483870967742,0.8048429298043914
True,False,True,0.535483870967742,0.7672553303138672
False,False,True,0.535483870967742,0.7805931734883043
False,True,True,0.5612903225806452,0.7562163680260452
True,True,False,0.5612903225806452,0.7808390942535177
False,True,False,0.5612903225806452,0.8125992287909933
False,False,False,0.5612903225806452,0.88492869373801
True,True,True,0.5612903225806452,0.742487991226667
True,False,False,0.5612903225806452,0.8729096316080819
True,False,True,0.5612903225806452,0.768578988887731
True,False,True,0.5870967741935484,0.7688559178118175
False,True,False,0.5870967741935484,0.7955627234983186
False,True,True,0.5870967741935484,0.756158005629738
True,False,False,0.5870967741935484,0.8515654474838716
False,False,False,0.5870967741935484,0.8843859573581361
True,True,True,0.5870967741935484,0.7584763049703136
True,True,False,0.5870967741935484,0.7740536479338892
False,False,True,0.5870967741935484,0.7712978855778387
True,True,True,0.6129032258064516,0.7769934601476212
False,True,True,0.6129032258064516,0.7657668703573723
True,False,False,0.6129032258064516,0.8736422924542201
False,False,False,0.6129032258064516,0.8844901202218253
False,True,False,0.6129032258064516,0.8073529763667491
True,False,True,0.6129032258064516,0.7591335540997213
True,True,False,0.6129032258064516,0.7772880799713463
True,True,False,0.6387096774193548,0.7924964974053744
False,False,False,0.6387096774193548,0.8812999594815888
False,True,True,0.6387096774193548,0.7561483531199586
True,False,False,0.6387096774193548,0.8767844700948733
True,False,True,0.6387096774193548,0.77067067828113
True,True,True,0.6387096774193548,0.7649374056563191
False,False,True,0.6387096774193548,0.7617158033366607
False,True,False,0.6387096774193548,0.8102992218696454
True,True,False,0.6645161290322581,0.7879164826048802
False,False,False,0.6645161290322581,0.8804712326126795
False,True,False,0.6645161290322581,0.8055387394600986
True,False,False,0.6645161290322581,0.873644395041508
True,True,True,0.6645161290322581,0.7491467542093294
False,True,True,0.6645161290322581,0.7602107808646501
True,False,True,0.6645161290322581,0.7654342822622298
True,True,False,0.6903225806451613,0.7880048258265515
True,False,False,0.6903225806451613,0.8718775923977953
False,True,True,0.6903225806451613,0.7621485890674371
True,True,True,0.6903225806451613,0.7609082627221888
False,False,True,0.6903225806451613,0.7698568751697716
False,True,False,0.6903225806451613,0.8298788315200453
False,False,False,0.6903225806451613,0.8767109614074272
True,False,True,0.7161290322580645,0.7490882951879453
True,True,True,0.7161290322580645,0.7658137316713995
False,False,False,0.7161290322580645,0.8770807093764375
False,True,False,0.7161290322580645,0.8005055578494249
True,True,False,0.7161290322580645,0.7850693098281427
False,True,True,0.7161290322580645,0.7611292683318202
True,False,False,0.7161290322580645,0.8738048310414597
False,False,True,0.7419354838709677,0.7602027058004966
False,False,False,0.7419354838709677,0.8744410461549477
False,True,True,0.7419354838709677,0.755277886115837
True,True,True,0.7419354838709677,0.7601148774125333
True,True,False,0.7419354838709677,0.7771698279706187
True,False,False,0.7419354838709677,0.8759734361244249
True,False,True,0.7419354838709677,0.7572178200932432
False,True,False,0.7419354838709677,0.8125190086700347
True,False,True,0.767741935483871,0.7640826340554501
False,False,True,0.767741935483871,0.7585275113900627
False,True,True,0.767741935483871,0.7569625661471983
False,False,False,0.767741935483871,0.8754051151841852
True,False,False,0.767741935483871,0.8608503962033254
True,True,False,0.767741935483871,0.777576889180561
False,True,False,0.767741935483871,0.8164592340560581
True,True,True,0.7935483870967741,0.7592144114010388
False,False,False,0.7935483870967741,0.8746930073500807
False,False,True,0.7935483870967741,0.764123951195361
False,True,False,0.7935483870967741,0.8059002110665836
False,True,True,0.7935483870967741,0.7605134594192652
True,False,True,0.7935483870967741,0.7659555515289787
True,True,False,0.7935483870967741,0.7804373061387202
True,False,False,0.7935483870967741,0.8725514185586909
True,False,False,0.8193548387096774,0.8721652719842014
True,True,False,0.8193548387096774,0.7833016116785638
False,True,False,0.8193548387096774,0.8054142722719244
True,False,True,0.8193548387096774,0.7538232560167673
False,False,False,0.8193548387096774,0.867601255741051
True,True,True,0.8193548387096774,0.7742902508787673
False,False,True,0.8193548387096774,0.7676168067260122
True,False,True,0.8451612903225807,0.757426477226595
True,True,False,0.8451612903225807,0.7880041348219682
True,False,False,0.8451612903225807,0.876247907377789
False,True,True,0.8451612903225807,0.7485061193252399
True,True,True,0.8451612903225807,0.761433956957328
False,False,True,0.8451612903225807,0.7702764818078761
False,False,False,0.8451612903225807,0.8698952779915582
False,True,False,0.8451612903225807,0.8056599478480793
True,True,False,0.870967741935484,0.791482451861969
True,True,True,0.870967741935484,0.7614311669479139
False,True,False,0.870967741935484,0.7951832644837197
False,True,True,0.870967741935484,0.7562118919061578
True,False,False,0.870967741935484,0.8728491814096911
False,False,False,0.870967741935484,0.8693842250581174
False,False,True,0.870967741935484,0.7494940371513088
True,False,True,0.870967741935484,0.7616596725330035
True,False,True,0.896774193548387,0.764074658851503
False,True,False,0.896774193548387,0.8061863699444657
False,False,True,0.896774193548387,0.7733629046874801
True,True,False,0.896774193548387,0.7723146082699999
False,False,False,0.896774193548387,0.8684497286398899
True,False,False,0.896774193548387,0.8725238938802811
False,True,True,0.896774193548387,0.7546974509058684
True,True,True,0.896774193548387,0.770490249917206
True,False,True,0.9225806451612903,0.7531711731952957
True,False,False,0.9225806451612903,0.8499047843139225
True,True,False,0.9225806451612903,0.7814426653764492
True,True,True,0.9225806451612903,0.7591463315094417
False,True,True,0.9225806451612903,0.7664310364051025
False,True,False,0.9225806451612903,0.802585311443415
False,False,False,0.9225806451612903,0.8718836556259367
False,False,True,0.9225806451612903,0.7691561660786568
False,True,False,0.9483870967741936,0.8159079991667926
True,False,True,0.9483870967741936,0.7719429996697047
True,False,False,0.9483870967741936,0.8765549623363816
False,False,True,0.9483870967741936,0.7658151383010338
True,True,True,0.9483870967741936,0.7635768888233162
False,False,False,0.9483870967741936,0.8708895857138599
False,True,True,0.9483870967741936,0.7643578088766316
True,True,False,0.9741935483870968,0.7789768997872266
False,False,False,0.9741935483870968,0.8719967383706414
True,False,True,0.9741935483870968,0.7607989318629809
True,True,True,0.9741935483870968,0.7458577448048209
False,False,True,0.9741935483870968,0.7632089244069219
True,False,False,0.9741935483870968,0.874055805362053
False,True,True,0.9741935483870968,0.7620100588996024
False,True,False,0.9741935483870968,0.7955051684277764
True,False,False,1.0,0.8514794010125057
False,True,True,1.0,0.7601636889482567
True,True,False,1.0,0.7835725885149619
False,False,False,1.0,0.8709496666262425
False,True,False,1.0,0.8037496990851002
False,False,True,1.0,0.7612255137909796
True,True,True,1.0,0.7573662478788322
True,False,True,1.0,0.7683530223389624
